URL,Domain,TLD,IsDomainIP,IsHTTPS,HasFavicon,HasDescription,HasSubmitButton,HasPasswordField,HasHiddenFields,HasExternalFormSubmit,NoOfURLRedirect,NoOfSelfRedirect,Bank,Pay,Crypto,URLSimilarityIndex,DomainTitleMatchScore,URLTitleMatchScore,HasObfuscation,ObfuscationRatio,NoOfImage,NoOfJS,NoOfCSS,NoOfExternalRef,label
https://storage.yandexcloud.net/auth-sign-ir9had18du826qih375wox9b6bw32skhgb1o5x0q3vl/index.html,storage.yandexcloud.net,net,0,1,0,0,1,0,0,0,0,0,0,0,0,26.5701899,0.0,1.219512195,0,0.0,1,1,1,1,0
https://www.laanimalservices.com,www.laanimalservices.com,com,0,1,1,1,1,0,0,0,0,0,0,1,0,100.0,100.0,100.0,0,0.0,70,10,8,36,1
http://www.romanovawillkillyou.c1.biz,www.romanovawillkillyou.c1.biz,biz,0,0,0,0,0,0,0,0,1,0,0,0,0,39.95178611,0.0,0.0,0,0.0,0,0,0,0,0
https://www.hewale.net,www.hewale.net,net,0,1,1,1,1,0,1,0,1,0,1,1,0,100.0,100.0,100.0,0,0.0,45,21,16,37,1
https://www.niis.org,www.niis.org,org,0,1,1,1,0,0,0,0,0,0,0,1,0,100.0,100.0,100.0,0,0.0,15,15,2,17,1
https://www.celecaremedical.com,www.celecaremedical.com,com,0,1,0,1,1,0,1,0,0,0,0,1,0,100.0,100.0,100.0,0,0.0,23,10,24,22,1
https://www.bcfii.ca,www.bcfii.ca,ca,0,1,1,1,1,1,1,0,0,0,0,0,0,100.0,0.0,0.0,0,0.0,22,8,7,71,1
https://www.usfj.mil,www.usfj.mil,mil,0,1,0,0,0,0,1,0,0,0,0,0,0,100.0,100.0,100.0,0,0.0,27,9,4,71,1
https://www.leotamaki.com,www.leotamaki.com,com,0,1,0,1,1,0,0,0,0,0,0,1,0,100.0,100.0,100.0,0,0.0,231,8,0,41,1
http://www.nserva.live,www.nserva.live,live,0,0,0,0,0,0,0,0,0,0,0,0,0,62.54545455,0.0,0.0,0,0.0,0,0,0,0,0
https://www.maltataxi.mt,www.maltataxi.mt,mt,0,1,1,1,1,1,1,1,0,0,0,0,0,100.0,88.88888889,88.88888889,0,0.0,13,27,17,30,1
http://183771pgerestrctedrcvry30im65819.co.vu/,183771pgerestrctedrcvry30im65819.co.vu,vu,0,0,0,0,0,0,0,0,0,0,0,0,0,21.53562043,0.0,0.0,0,0.0,0,0,0,1,0
https://www.onelapofamerica.com,www.onelapofamerica.com,com,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0,100.0,100.0,0,0.0,73,17,1,120,1
http://www.alpatrik.com,www.alpatrik.com,com,0,0,0,0,0,0,0,0,0,0,0,0,0,82.69230769,0.0,0.0,0,0.0,0,0,0,0,0
https://www.appimage.org,www.appimage.org,org,0,1,1,1,0,0,0,0,0,0,0,0,0,100.0,100.0,100.0,0,0.0,5,4,4,26,1
http://www.eblagh-sana-electronik.cf,www.eblagh-sana-electronik.cf,cf,0,0,0,0,0,0,0,0,1,1,0,0,0,47.77581815,100.0,100.0,0,0.0,0,0,0,0,0
https://www.szaar.nl,www.szaar.nl,nl,0,1,1,0,0,0,0,0,0,0,0,0,0,100.0,100.0,100.0,0,0.0,38,17,12,61,1
https://www.responsibletravel.com,www.responsibletravel.com,com,0,1,0,1,0,0,1,0,0,0,0,0,0,100.0,100.0,100.0,0,0.0,24,37,13,23,1
https://www.livingwelllaughoften.com,www.livingwelllaughoften.com,com,0,1,0,1,1,0,1,0,0,0,0,0,0,100.0,100.0,100.0,0,0.0,22,16,19,71,1
https://sqmxcj.webwave.dev/,sqmxcj.webwave.dev,dev,0,1,0,1,0,0,1,0,0,0,0,0,0,45.61403509,0.0,0.0,0,0.0,0,2,2,0,0
http://ethereum-srm.com,ethereum-srm.com,com,0,0,0,0,0,0,0,0,0,0,0,0,0,76.37867647,0.0,0.0,0,0.0,0,0,0,0,0
https://www.parks.wa.gov,www.parks.wa.gov,gov,0,1,1,1,0,0,1,0,0,0,0,0,0,100.0,0.0,0.0,0,0.0,13,21,9,22,1
https://www.amor-und-kartoffelsack.de,www.amor-und-kartoffelsack.de,de,0,1,1,0,1,0,1,0,0,0,0,0,0,100.0,0.0,0.0,0,0.0,44,11,3,308,1
https://maildinshaakckjnw501.firebaseapp.com/,maildinshaakckjnw501.firebaseapp.com,com,0,1,0,0,0,0,0,0,0,0,0,0,0,49.38560977,0.0,0.0,0,0.0,0,0,0,3,0
https://www.flux.utah.edu,www.flux.utah.edu,edu,0,1,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0,0.0,2,1,4,10,1
http://www.177y.vmuqw.com,www.177y.vmuqw.com,com,0,0,0,0,0,0,0,0,0,0,0,0,0,50.47619048,0.0,0.0,0,0.0,0,0,0,0,0
http://steamcommurity.ru/profiles/765611983644799224,steamcommurity.ru,ru,0,0,0,0,0,0,0,0,0,0,0,0,0,32.76400367,0.0,97.5,0,0.0,0,0,0,0,0
https://www.fawre.pl,www.fawre.pl,pl,0,1,0,1,1,0,0,0,1,1,0,0,0,100.0,100.0,100.0,0,0.0,27,17,8,31,1
http://alter-ed.com.ng/wells_fargo/login.php?id=signin88ca35e43ba00d5ad69cfe54e,alter-ed.com.ng,ng,0,0,0,0,0,0,0,0,0,0,0,0,0,15.62182902,0.0,1.492537313,0,0.0,0,0,0,0,0
https://www.nationalredlist.org,www.nationalredlist.org,org,0,1,1,0,1,0,0,0,0,0,0,0,1,100.0,100.0,100.0,0,0.0,10,3,95,0,1
https://www.freelancermap.com,www.freelancermap.com,com,0,1,1,1,1,1,0,0,0,0,0,1,0,100.0,100.0,100.0,0,0.0,35,15,3,9,1
https://www.edu-nation.net,www.edu-nation.net,net,0,1,0,1,1,0,1,0,0,0,0,1,0,100.0,100.0,100.0,0,0.0,24,22,3,91,1
https://www.cofona.org,www.cofona.org,org,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,100.0,100.0,0,0.0,18,25,8,106,1
http://rechnung394020.wpengine.com/ch/dhl/dhl-ch//?600244c8b3ab10d9e5fac1a7e0a1c2bb,rechnung394020.wpengine.com,com,0,0,0,0,0,0,0,0,0,0,0,0,0,21.35212433,0.0,0.0,0,0.0,1,0,0,4,0
https://www.countyofkings.com,www.countyofkings.com,com,0,1,1,1,0,0,0,0,1,0,0,1,0,100.0,84.61538462,84.61538462,0,0.0,2,16,23,6,1
https://fb-restriction-case-1d336.web.app/,fb-restriction-case-1d336.web.app,app,0,1,0,0,0,0,0,0,0,0,0,0,0,34.32722951,0.0,0.0,0,0.0,0,0,0,3,0
https://uploadropbox1.firebaseapp.com/,uploadropbox1.firebaseapp.com,com,0,1,0,0,0,0,0,0,0,0,0,0,0,57.19381688,0.0,0.0,0,0.0,0,0,0,0,0
https://www.vacounseling.com,www.vacounseling.com,com,0,1,0,1,1,0,1,0,0,0,0,1,0,100.0,0.0,0.0,0,0.0,12,7,14,63,1
http://mail.deliverylifesupport.com/public/0pq4pbwetknpsc1opskuvswzd7d1fo36,mail.deliverylifesupport.com,com,0,0,0,0,0,0,0,0,1,1,0,0,0,22.33401033,0.0,0.0,0,0.0,0,0,0,1,0
https://www.ctbuh.org,www.ctbuh.org,org,0,1,0,0,0,0,0,1,1,0,0,0,0,100.0,100.0,100.0,0,0.0,63,18,10,95,1
https://ing-mein.nervous-edison.170-187-224-61.plesk.page/main/login1/delogin/94.102.49.123/login/,ing-mein.nervous-edison.170-187-224-61.plesk.page,page,0,1,0,0,1,1,0,0,0,0,1,1,0,11.41999467,0.0,0.0,0,0.0,0,6,5,0,0
https://www.chiangraiairportthai.com,www.chiangraiairportthai.com,com,0,1,0,1,1,0,0,0,0,0,0,0,0,100.0,100.0,100.0,0,0.0,30,10,8,158,1
https://track-10083.web.app/,track-10083.web.app,app,0,1,0,0,0,0,0,0,1,0,0,0,0,56.23268698,6.666666667,6.666666667,0,0.0,0,0,0,0,0
https://www.scarlettrose.com,www.scarlettrose.com,com,0,1,0,0,1,0,0,0,0,0,0,1,0,100.0,100.0,100.0,0,0.0,7,4,2,59,1
https://www.pendulum.com,www.pendulum.com,com,0,1,0,1,0,0,0,0,0,0,0,0,0,100.0,100.0,100.0,0,0.0,71,10,3,56,1
https://www.paymentwall.com,www.paymentwall.com,com,0,1,1,1,0,0,0,0,0,0,1,1,0,100.0,100.0,100.0,0,0.0,17,10,7,75,1
https://ponctuel-681c8.web.app/,ponctuel-681c8.web.app,app,0,1,0,0,0,0,0,0,0,0,0,0,0,58.1027668,0.0,0.0,0,0.0,0,0,0,3,0
https://agencebp02.firebaseapp.com/,agencebp02.firebaseapp.com,com,0,1,0,0,0,0,0,0,0,0,0,0,0,67.93776025,4.545454545,4.545454545,0,0.0,0,0,0,1,0
https://www.attemplate.com/nam/be0f980b-dd99-4b19-bd7b-bc71a09b026c/779cddf9-fccf-405c-aad0-89b845d3bfe6/ea20f3d9-9257-4353-9730-8c4d7a7bd156/login?id=m3bmyuhzsfu1nxraemtqk0o1emuwbjkxefrpmxr4slj6b2pnedmzbuzqbwnxb1zkovh2dklvyxftz3fszxlrevoymed5sexmamjsowjlnfm5bwrob20zoex5tzfoqxzoofzkae9gttbznktkm1javlm3ewo2bmdpvkdtzjfjrnl2aeizy3rqzmvaadi0rjzqnnphtgzvnk1zedfjbke3q1pqqkpiz1rpbhvvnzfhegi1zkvja0pmr1bks1a4u21xm1vmukjimelpee9vyutzslbhl1vivzjdqulzoti3ujeyadvqemdey0xubtrdtwcxc0dbl1lqr1dvvujxzgniajrmtfm5rkjusglss0t6wfkxl0lmr0lms09lywvxafjjaxvinxhzogfmvvb0cu4rae96dlpiwulxzkh4ow9ianpnstb1mfcrrvrdqvvbc0dacniydvdmm01xmufumklkbgvku3dgyzv5ylvgtkvpzeprexp0memxwhlydku3clhmctm2muvwnffiyvppqjztvgcyovlmzz09,www.attemplate.com,com,0,1,0,0,1,0,0,0,0,0,0,0,0,2.055651037,0.0,100.0,0,0.0,1,3,1,1,0
http://www.u1932556.cp.regruhosting.ru/,www.u1932556.cp.regruhosting.ru,ru,0,0,1,0,0,0,0,0,0,0,0,0,0,76.68038409,0.0,0.0,0,0.0,1,12,5,0,0
http://denmarksexcams.com/jp,denmarksexcams.com,com,0,0,0,0,0,0,0,0,0,0,0,0,0,53.86518244,0.0,100.0,0,0.0,0,0,0,1,0
https://www.malaysia.travel,www.malaysia.travel,travel,0,1,1,1,1,0,1,1,1,1,0,0,0,100.0,100.0,100.0,0,0.0,32,24,8,55,1
https://www.brivannaboutique.com,www.brivannaboutique.com,com,0,1,0,1,1,1,1,0,0,0,1,1,0,100.0,100.0,100.0,0,0.0,508,15,2,14,1
https://www.cal-surety.com,www.cal-surety.com,com,0,1,1,1,1,0,1,0,0,0,0,0,0,100.0,100.0,100.0,0,0.0,11,7,10,47,1
https://reginalcaissgr-info.web.app/,reginalcaissgr-info.web.app,app,0,1,0,0,0,0,0,0,0,0,0,0,0,41.75974917,0.0,0.0,0,0.0,0,0,0,3,0
https://grussegeh.firebaseapp.com/,grussegeh.firebaseapp.com,com,0,1,0,0,0,0,0,0,1,0,0,0,0,70.64615385,0.0,0.0,0,0.0,0,0,0,2,0
http://christopherstalbergmd.com/ioa,christopherstalbergmd.com,com,0,0,0,0,0,0,0,0,0,0,0,0,0,63.19460959,0.0,95.83333333,0,0.0,0,0,0,1,0
https://closedpreciousarea.gustavo2121djf.repl.co/,closedpreciousarea.gustavo2121djf.repl.co,co,0,1,0,0,0,0,0,0,0,0,0,0,0,27.06155633,0.0,0.0,0,0.0,0,0,0,2,0
https://www.platinumtrain.jp,www.platinumtrain.jp,jp,0,1,1,1,0,0,0,0,0,0,0,0,0,100.0,100.0,100.0,0,0.0,19,11,3,10,1
http://www.sena-adrlins.cf,www.sena-adrlins.cf,cf,0,0,0,0,0,0,0,0,1,1,0,0,0,61.22222222,100.0,100.0,0,0.0,0,0,0,0,0
https://www.star-force.com,www.star-force.com,com,0,1,1,0,0,0,0,0,0,0,1,0,1,100.0,100.0,100.0,0,0.0,52,17,2,56,1
https://user-activity-challange-7e7e1c.netlify.app/,user-activity-challange-7e7e1c.netlify.app,app,0,1,0,0,1,0,1,0,0,0,0,0,0,37.6311765,0.0,0.0,0,0.0,5,6,5,2,0
http://www.tlslbrands.com,www.tlslbrands.com,com,0,0,0,0,0,0,0,0,0,0,0,0,0,70.47619048,0.0,0.0,0,0.0,0,0,0,0,0
https://www.dcsa.mil,www.dcsa.mil,mil,0,1,0,0,0,0,1,0,0,0,0,0,0,100.0,100.0,100.0,0,0.0,33,9,8,80,1
https://www.dracutlibrary.org,www.dracutlibrary.org,org,0,1,0,1,1,0,1,0,0,0,0,1,0,100.0,100.0,100.0,0,0.0,27,20,17,112,1
http://wviiiviiam.duckdns.org,wviiiviiam.duckdns.org,org,0,0,0,0,0,0,0,0,0,0,0,0,0,37.02329417,0.0,0.0,0,0.0,0,0,0,0,0
https://03-004-0f-39r4fgh-9qwegcb-284gf-q9efgw-r94g.obs.ap-southeast-3.myhuaweicloud.com/35h0-9g3-e8tgh-wivbg3-085gbf0-we9vbh-38rg-w9efhfh.html?awsaccesskeyid=6f3o5gachngnygv201qo&expires=1680538226&signature=ego75276xsxzppuyakrkwopz/2q%3d,03-004-0f-39r4fgh-9qwegcb-284gf-q9efgw-r94g.obs.ap-southeast-3.myhuaweicloud.com,com,0,1,0,0,0,0,0,0,0,0,0,0,0,2.61824308,1.315789474,0.444444444,0,0.0,0,0,0,0,0
https://www.stlbouncehouse.com,www.stlbouncehouse.com,com,0,1,1,1,0,0,1,0,1,0,1,1,0,100.0,100.0,100.0,0,0.0,54,34,15,33,1
http://www.kangharu.id,www.kangharu.id,id,0,0,0,0,0,0,0,0,0,0,0,0,0,66.11570248,0.0,0.0,0,0.0,0,0,0,0,0
https://sofe-firma.firebaseapp.com/,sofe-firma.firebaseapp.com,com,0,1,0,0,0,0,0,0,1,1,0,0,0,71.99211045,0.0,0.0,0,0.0,0,0,0,1,0
https://www.vegascreativesoftware.com,www.vegascreativesoftware.com,com,0,1,1,0,0,0,0,0,0,0,0,0,0,100.0,100.0,100.0,0,0.0,7,7,2,1,1
https://www.le-mont-saint-michel.org,www.le-mont-saint-michel.org,org,0,1,1,1,1,0,1,0,0,0,0,1,0,100.0,100.0,100.0,0,0.0,74,6,1,10,1
http://www.qwartwb.cf,www.qwartwb.cf,cf,0,0,0,0,0,0,0,0,1,1,0,0,0,61.21794872,100.0,100.0,0,0.0,0,0,0,0,0
https://www.apns.com.pk,www.apns.com.pk,pk,0,1,0,1,1,0,1,1,0,0,0,0,0,100.0,0.0,0.0,0,0.0,80,8,4,5,1
http://www.helpnid.com,www.helpnid.com,com,0,0,0,0,0,0,0,0,0,0,0,0,0,81.81818182,0.0,0.0,0,0.0,0,0,0,0,0
https://www.did-you-mean.com,www.did-you-mean.com,com,0,1,0,0,1,0,0,1,0,0,0,1,0,100.0,100.0,100.0,0,0.0,14,12,9,42,1
https://www.oreilly.com,www.oreilly.com,com,0,1,1,1,0,0,0,0,1,0,0,0,0,100.0,100.0,100.0,0,0.0,28,4,3,56,1
https://www.udtrucks.com,www.udtrucks.com,com,0,1,1,0,1,0,1,0,0,0,0,1,1,100.0,100.0,100.0,0,0.0,27,5,2,20,1
https://semanasfa.com/magalufatura/inicio/,semanasfa.com,com,0,1,0,0,1,0,1,0,0,0,0,0,0,34.46767137,0.0,100.0,0,0.0,0,0,2,2,0
https://www.tiemart.com,www.tiemart.com,com,0,1,1,1,1,1,1,0,1,0,1,1,0,100.0,100.0,100.0,0,0.0,78,29,4,14,1
http://www.ficondebro.com,www.ficondebro.com,com,0,0,0,0,0,0,0,0,1,1,0,0,0,65.03401361,0.0,0.0,0,0.0,0,0,0,0,0
https://bafybeifn47jywvhgzpcpcoitg5ftfimcmq6667ul2quva46dfyz3t6u3qq.ipfs.dweb.link/sharepoint.html,bafybeifn47jywvhgzpcpcoitg5ftfimcmq6667ul2quva46dfyz3t6u3qq.ipfs.dweb.link,link,0,1,0,1,1,1,0,0,1,0,0,1,0,9.029439696,0.0,0.0,0,0.0,0,1,1,1,0
https://www.espritwellness.com,www.espritwellness.com,com,0,1,0,1,1,0,1,0,0,0,0,0,0,100.0,100.0,100.0,0,0.0,80,34,12,90,1
https://www.ontap.pl,www.ontap.pl,pl,0,1,0,1,1,0,1,0,0,0,0,0,0,100.0,80.0,80.0,0,0.0,12,11,4,61,1
https://www.indymedia.nl,www.indymedia.nl,nl,0,1,1,1,1,0,1,0,0,0,1,0,0,100.0,0.0,0.0,0,0.0,12,2,3,142,1
https://www.gmtoday.com,www.gmtoday.com,com,0,1,0,1,1,0,1,0,0,0,1,0,0,100.0,100.0,100.0,0,0.0,72,39,7,105,1
http://www.document-buh.com,www.document-buh.com,com,0,0,0,0,0,0,0,0,0,0,0,0,0,72.12610534,0.0,0.0,0,0.0,0,0,0,0,0
https://www.thecloudxpert.net,www.thecloudxpert.net,net,0,1,0,0,0,0,0,0,0,0,0,0,0,100.0,100.0,100.0,0,0.0,13,3,9,125,1
http://bienbonvoyage.com,bienbonvoyage.com,com,0,0,0,0,0,0,0,0,0,0,0,0,0,75.70165321,0.0,0.0,0,0.0,0,0,0,0,0
https://www.campus.sg,www.campus.sg,sg,0,1,0,1,1,0,1,0,0,0,0,0,0,100.0,83.33333333,83.33333333,0,0.0,21,9,9,84,1
https://www.nbs-system.com,www.nbs-system.com,com,0,1,1,0,0,0,0,0,0,0,0,0,0,100.0,100.0,100.0,0,0.0,11,11,2,66,1
https://storage.cloud.google.com/ciat3tdtttd53c3e5userp.appspot.com/index.html#paul@legalshield.com,storage.cloud.google.com,com,0,1,0,0,0,0,0,0,0,0,0,0,0,27.0964591,0.0,0.0,0,0.0,0,0,0,0,0
https://weryfikacja-450297-potwierdz.hularydu.pl/a-ll/,weryfikacja-450297-potwierdz.hularydu.pl,pl,0,1,0,0,0,0,0,0,0,0,0,0,0,20.32635534,0.0,0.0,0,0.0,0,0,2,1,0
http://www.kltxyyd.info,www.kltxyyd.info,info,0,0,0,0,0,0,0,0,0,0,0,0,0,65.17094017,0.0,0.0,0,0.0,0,0,0,0,0
https://www.hibiny.com,www.hibiny.com,com,0,1,1,1,1,0,1,0,0,0,0,0,0,100.0,100.0,100.0,0,0.0,41,8,4,17,1
http://www.x-daily.com,www.x-daily.com,com,0,0,0,0,0,0,0,0,0,0,0,0,0,89.80716253,0.0,0.0,0,0.0,0,0,0,1,0
https://www.randima.com,www.randima.com,com,0,1,1,1,0,0,0,0,0,0,0,0,0,100.0,100.0,100.0,0,0.0,5,1,2,3,1
http://www.paraskov.com,www.paraskov.com,com,0,0,0,0,0,0,0,0,0,0,0,0,0,83.54700855,100.0,100.0,0,0.0,0,0,0,0,0
https://www.apheo.ca,www.apheo.ca,ca,0,1,0,1,1,1,1,0,0,0,0,0,0,100.0,100.0,100.0,0,0.0,20,7,8,63,1
http://www.rhythm86.com,www.rhythm86.com,com,0,0,0,0,0,0,0,0,0,0,0,0,0,92.84188034,0.0,0.0,0,0.0,0,0,0,0,0
https://maildinshaakckjnw237.firebaseapp.com/,maildinshaakckjnw237.firebaseapp.com,com,0,1,0,0,0,0,0,0,0,0,0,0,0,51.63079746,0.0,0.0,0,0.0,0,0,0,3,0
https://www.cassproject.org,www.cassproject.org,org,0,1,0,0,0,0,0,0,0,0,0,0,0,100.0,100.0,100.0,0,0.0,10,4,3,8,1
https://sabakhtarashviliclinic.ge/time/webmail-portal-rd337/index.html,sabakhtarashviliclinic.ge,ge,0,1,0,0,0,1,0,0,1,0,0,0,0,18.12100491,0.0,0.0,0,0.0,2,7,0,2,0
http://www.dsfkljeworiu2789452734kludsfsdfewrwer.publicvm.com,www.dsfkljeworiu2789452734kludsfsdfewrwer.publicvm.com,com,0,0,0,0,0,0,0,0,1,1,0,0,0,19.90901961,0.0,0.0,0,0.0,0,2,0,3,0
https://saylo5xst.firebaseapp.com/,saylo5xst.firebaseapp.com,com,0,1,0,0,0,0,0,0,0,0,0,0,0,68.20074512,0.0,0.0,0,0.0,0,0,0,3,0
